number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,params_first_gas_pressure_factor,params_rho_T_amp_scale,params_rho_T_shift,params_rho_T_tau_scale,params_rho_blank_def_scale,params_rho_blank_scale,params_rho_const_scale,params_rho_mode,user_attrs_error,user_attrs_failed,user_attrs_first_gas_pressure_factor,user_attrs_max_Rd_nm,user_attrs_max_f_cap_step,user_attrs_max_psi_d,user_attrs_min_Nd,user_attrs_rho_cfg,user_attrs_score_Nd_drop,user_attrs_score_guards,user_attrs_score_partition,user_attrs_score_pressure,user_attrs_score_radius_T,user_attrs_score_swelling_T,user_attrs_score_swelling_burnup,state
30,2754.156556320495,8.305182097795193,2.5726566468408425,1885392.8023432563,1.078730737738241e-06,0.10381871412039956,,,,,0.604401553531332,,blank_sat,,,0.10381871412039956,39621.10438695173,0.0,0.9273098631852114,3060598053665.4717,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.604401553531332, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.10381871412039956}",0.3966246729779406,545.1244523831452,2.979259439042253,0.24916506522406198,0.43875211996626284,0.28382579020139603,0.3099592829134506,COMPLETE
31,1374.7942203059617,2.864617327110466,2.994576673351047,1893446.936176274,6.611049451666093e-07,0.4189086339272359,,,,,1.6113852811999443,,blank_sat,,,0.4189086339272359,28233.82726083775,0.0,0.949756279448201,9087379219732.629,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.6113852811999443, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4189086339272359}",0.07574058003170035,266.9197274786106,4.172423456169805,0.14207435334149404,0.7113607528233189,0.29324981780479714,0.2925489602464943,COMPLETE
32,64.78156427493752,2.770487862951595,1.1918606270794148,2387821.985995746,1.2536739471811981e-07,0.8727879255021773,2.9053669328288634,-237.86232364280872,0.3144361337863841,9.319086325371357,,,blank_sat_deformed,,,0.8727879255021773,27.053231323913078,0.0,0.4841246388421828,5.527986449216559e+20,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 9.319086325371357, ""rho_T_shift"": -237.86232364280872, ""rho_T_tau_scale"": 0.3144361337863841, ""rho_T_amp_scale"": 2.9053669328288634, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8727879255021773}",0.18858158972075545,0.0,8.485545812608132,0.001658958373537134,1.0854663587350106,0.3252290387100355,0.16040554762818013,COMPLETE
33,1199.015553347577,4.460227677192825,1.987467494363718,2053396.6132125016,9.671164442475096e-08,0.6604861207607313,,,,,,5.239341230244197,constant,,,0.6604861207607313,26237.759677474718,0.0,0.9313752914523519,10678377700174.725,"{""rho_mode"": ""constant"", ""rho_const_scale"": 5.239341230244197, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6604861207607313}",0.12606273952304148,228.96724038907357,6.845262902061289,0.18785847514171755,0.8255627341103156,0.4142977792320697,0.33983524317118563,COMPLETE
34,91589.72055508096,4.74415574266287,6.117477340956963,1118696.595209948,2.7081759694568555e-07,0.7437152003644981,,,,,1.9469203564731656,,blank_sat,,,0.7437152003644981,223345.0203832645,0.0,0.9622042647351816,19089053756.724052,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.9469203564731656, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7437152003644981}",0.6862876105583491,18308.51859022771,7.798506357319066,0.37774208125924463,0.3407898508787961,0.6098961341618018,0.5895807743002002,COMPLETE
35,69.18854881671459,6.127423884261407,3.19980578180662,2592387.5281302575,8.762549094140069e-07,0.5823427762737999,,,,,,0.14500789407461778,constant,,,0.5823427762737999,118.34200256485627,0.0,0.39221998911172873,8.69128153919577e+18,"{""rho_mode"": ""constant"", ""rho_const_scale"": 0.14500789407461778, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5823427762737999}",0.2082376448523313,0.0,3.334102424155425,3.4679886230120436e-08,0.7244653221104791,1.7663832009878457,2.0204990040709685,COMPLETE
36,51.866181972638735,5.68823713276197,1.6089532675382145,2464305.0125131644,2.113501037149178e-07,0.9387189591037457,,,,,1.9245199578618604,,blank_sat,,,0.9387189591037457,77.88545167822988,0.0,0.6534376202821998,1.091201656537527e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.9245199578618604, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9387189591037457}",0.11168126380324739,0.0,7.9655697376371934,0.007568815598141413,0.6375281133300199,0.4214875320576127,0.35046927117453763,COMPLETE
37,45.46799036124642,2.4018975302906664,2.776477140444205,2696482.19225562,1.7286663799988526e-06,0.19858393982778602,,,,,1.49537110440385,,blank_sat,,,0.19858393982778602,123.1697075399148,0.0,0.7208549696850975,4.78567664005371e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.49537110440385, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.19858393982778602}",0.09224931398536325,0.0,1.8362133307740252,0.00012480094359074246,1.0027717460497811,0.46356814607299696,0.5585856080347031,COMPLETE
38,2620.9857929569603,3.3398847977313793,3.581427489580919,2769139.220252112,1.9609302785190902e-06,0.29561370587868097,,,,,0.9733929095231664,,blank_sat,,,0.29561370587868097,38680.664132594204,0.0,0.952772831771288,3567777140905.813,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.9733929095231664, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.29561370587868097}",0.084027459416456,515.5888999475239,1.2648553567645568,0.16924406463072308,0.93560302591847,0.5168053822776449,0.6312709316011035,COMPLETE
39,785.8352791020964,2.1255363008200403,1.7986197436638474,1582406.722842868,2.713514224678825e-06,0.17021285529718688,,,,,1.4008725011636531,,blank_sat,,,0.17021285529718688,21447.72007481076,0.0,0.9304418793050866,19491072714394.88,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4008725011636531, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.17021285529718688}",0.0755366683991882,148.88288822655005,1.1732991804773956,0.1531895263337145,0.8877076151880373,0.5219857978303074,0.6390381551334274,COMPLETE
