Time (s),Average dC (atm/m^3)
5460000.0,3.080199468130887e+23
5470000.0,3.0801987644998573e+23
5480000.0,3.080198811955113e+23
5490000.0,3.0801998592376296e+23
5500000.0,3.080198101436656e+23
5510000.0,3.080201126951482e+23
5520000.0,3.080202016038714e+23
5530000.0,3.080200599861454e+23
5540000.0,3.080199033736496e+23
5550000.0,3.0801983967211454e+23
5560000.0,3.080197529400619e+23
5570000.0,3.080201662191879e+23
5580000.0,3.0802012128086056e+23
5590000.0,3.080199135046694e+23
5600000.0,3.080198558381577e+23
5610000.0,3.0801987837259744e+23
5620000.0,3.080199762196492e+23
5630000.0,3.0801995749214294e+23
5640000.0,3.080202068341885e+23
5650000.0,3.0802002099987255e+23
5660000.0,3.0801996781384566e+23
5670000.0,3.0802010542464164e+23
5680000.0,3.080199661048478e+23
5690000.0,3.0801983872873585e+23
5700000.0,3.080197165829502e+23
5710000.0,3.080197750283509e+23
5720000.0,3.080198081527361e+23
5730000.0,3.080198453934607e+23
5740000.0,3.080197276085425e+23
5750000.0,3.080197007795087e+23
5760000.0,3.080199494609965e+23
5770000.0,3.080197878656267e+23
5780000.0,3.080199003283114e+23
5790000.0,3.080199884715467e+23
5800000.0,3.0801993890623434e+23
5810000.0,3.080200005330486e+23
5820000.0,3.0801993106607695e+23
5830000.0,3.0801998559315094e+23
5840000.0,3.080200038914281e+23
5850000.0,3.0802003284298153e+23
5860000.0,3.0802005178930185e+23
5870000.0,3.080200889370084e+23
5880000.0,3.0801999540251305e+23
5890000.0,3.0802002657815916e+23
5900000.0,3.080201543563134e+23
5910000.0,3.0802034141146524e+23
5920000.0,3.080202807502267e+23
5930000.0,3.0802009922297965e+23
5940000.0,3.080201296539144e+23
5950000.0,3.080201272140577e+23
5960000.0,3.080199789093667e+23
5970000.0,3.0802000201165685e+23
5980000.0,3.080200800657675e+23
5990000.0,3.0802008427751996e+23
6000000.0,3.080199904624629e+23
6010000.0,3.080201112461195e+23
6020000.0,3.0802012831353235e+23
6030000.0,3.080200207270828e+23
6040000.0,3.08019904663935e+23
6050000.0,3.080199005436483e+23
6060000.0,3.080199137648009e+23
6070000.0,3.080197592245107e+23
6080000.0,3.080200801476256e+23
6090000.0,3.080206206708613e+23
6100000.0,3.080205923358488e+23
6110000.0,3.08020484707921e+23
6120000.0,3.0802016982093295e+23
6130000.0,3.0801996034843115e+23
6140000.0,3.080198878497658e+23
6150000.0,3.080197991572954e+23
6160000.0,3.0801975246529615e+23
6170000.0,3.0801990548715286e+23
6180000.0,3.080200385151138e+23
6190000.0,3.0802003077347275e+23
6200000.0,3.080199762458102e+23
6210000.0,3.0801995475409384e+23
6220000.0,3.080199262190043e+23
6230000.0,3.0802011441996155e+23
6240000.0,3.080200033124153e+23
6250000.0,3.0801999503966683e+23
6260000.0,3.0802013617430806e+23
6270000.0,3.0802016770911404e+23
6280000.0,3.080200185911371e+23
6290000.0,3.080199927343383e+23
6300000.0,3.080199576282143e+23
6310000.0,3.080198007596928e+23
6320000.0,3.080201401905887e+23
6330000.0,3.080202178988269e+23
6340000.0,3.08020147850497e+23
6350000.0,3.080201300109749e+23
6360000.0,3.0802013571108886e+23
6370000.0,3.080201397354151e+23
6380000.0,3.080200697056296e+23
6390000.0,3.080200095643509e+23
6400000.0,3.080199470734129e+23
6410000.0,3.080200090426781e+23
6420000.0,3.080200561474737e+23
6430000.0,3.080201534820925e+23
6440000.0,3.080204986399044e+23
6450000.0,3.080203835015893e+23
6460000.0,3.080201677157602e+23
6470000.0,3.0802001528446045e+23
6480000.0,3.080198742727176e+23
6490000.0,3.0801981349058024e+23
6500000.0,3.080197261691616e+23
6510000.0,3.080196393287505e+23
6520000.0,3.080197176613053e+23
6530000.0,3.080196607767583e+23
6540000.0,3.0801965039465084e+23
6550000.0,3.080195000514873e+23
6560000.0,3.08019752523484e+23
6570000.0,3.080199437843132e+23
6580000.0,3.0802017144032654e+23
6590000.0,3.080200876159797e+23
6600000.0,3.080200648180651e+23
6610000.0,3.0802057566190335e+23
6620000.0,3.0802029559001575e+23
6630000.0,3.080206124951666e+23
6640000.0,3.080204457970805e+23
6650000.0,3.080203336370951e+23
6660000.0,3.0802041732147556e+23
6670000.0,3.080204663412975e+23
6680000.0,3.080204204490491e+23
6690000.0,3.080204627061302e+23
6700000.0,3.080203083425584e+23
6710000.0,3.080202164450629e+23
6720000.0,3.0802022353474804e+23
6730000.0,3.0802013269946893e+23
6740000.0,3.0802008501222176e+23
6750000.0,3.080203170442201e+23
6760000.0,3.0802008210468164e+23
6770000.0,3.080199832100439e+23
6780000.0,3.080198588723305e+23
6790000.0,3.080198369722942e+23
6800000.0,3.080201263874123e+23
6810000.0,3.080199230728582e+23
6820000.0,3.0801988033937075e+23
6830000.0,3.0801989161471935e+23
6840000.0,3.080201625044927e+23
6850000.0,3.080202500192443e+23
6860000.0,3.0802023466344786e+23
6870000.0,3.0802030377951416e+23
6880000.0,3.080200170723696e+23
6890000.0,3.08020343398267e+23
6900000.0,3.080201162137139e+23
6910000.0,3.080200129355565e+23
6920000.0,3.080199574481098e+23
6930000.0,3.080199453819308e+23
6940000.0,3.080198707607936e+23
6950000.0,3.0801970633619574e+23
6960000.0,3.0801996799678274e+23
6970000.0,3.08019892508131e+23
6980000.0,3.0801979652574684e+23
6990000.0,3.080196965597164e+23
7000000.0,3.0801973359107995e+23
7010000.0,3.080200371257591e+23
7020000.0,3.080199871248419e+23
7030000.0,3.080199700184628e+23
7040000.0,3.080198614122614e+23
7050000.0,3.08020103167855e+23
7060000.0,3.0802025200216104e+23
7070000.0,3.080200475401497e+23
7080000.0,3.0802012944638084e+23
7090000.0,3.0802040709555584e+23
7100000.0,3.080203042691676e+23
7110000.0,3.0802008717582885e+23
7120000.0,3.08020084542663e+23
7130000.0,3.0802008223268516e+23
7140000.0,3.0802013728764284e+23
7150000.0,3.080200472402787e+23
7160000.0,3.0802053997467924e+23
7170000.0,3.080202512380306e+23
7180000.0,3.080202115362844e+23
7190000.0,3.080202367883415e+23
7200000.0,3.0802008328308403e+23
7210000.0,3.080200645408716e+23
7220000.0,3.080200707334494e+23
7230000.0,3.080198832477467e+23
7240000.0,3.080198635303569e+23
7250000.0,3.080197894947286e+23
7260000.0,3.080200666536582e+23
7270000.0,3.0801990098683164e+23
7280000.0,3.0801984453299955e+23
7290000.0,3.080198428845753e+23
7300000.0,3.0801987207452236e+23
7310000.0,3.08019695451921e+23
7320000.0,3.080199571143497e+23
7330000.0,3.080199290874833e+23
7340000.0,3.0801976564728254e+23
7350000.0,3.080197007469418e+23
7360000.0,3.080196444429843e+23
7370000.0,3.080198335670703e+23
7380000.0,3.080197462832524e+23
7390000.0,3.0801993508894565e+23
7400000.0,3.080197830208946e+23
7410000.0,3.080197341939481e+23
7420000.0,3.080198744407713e+23
7430000.0,3.080197667622702e+23
7440000.0,3.080196081909154e+23
7450000.0,3.080193794074619e+23
7460000.0,3.0801935844660106e+23
7470000.0,3.0801953104745844e+23
7480000.0,3.0801945342929956e+23
7490000.0,3.080196246351645e+23
7500000.0,3.0801957552565456e+23
7510000.0,3.080196572954207e+23
7520000.0,3.080196042410898e+23
7530000.0,3.0801951415397546e+23
7540000.0,3.080194718566822e+23
7550000.0,3.080194408321866e+23
7560000.0,3.0801949286856046e+23
7570000.0,3.080194196031163e+23
7580000.0,3.080194245180713e+23
7590000.0,3.080196031171325e+23
7600000.0,3.080195092552145e+23
7610000.0,3.0801946416174765e+23
7620000.0,3.0801988447407603e+23
7630000.0,3.0801989869631585e+23
7640000.0,3.080200274872801e+23
7650000.0,3.080199055300105e+23
7660000.0,3.080199400470137e+23
7670000.0,3.0801989010540986e+23
7680000.0,3.0801993822603527e+23
7690000.0,3.0801997703193364e+23
7700000.0,3.080199209840245e+23
7710000.0,3.080198659000014e+23
7720000.0,3.080199021319489e+23
7730000.0,3.0802016786093026e+23
7740000.0,3.080201751050293e+23
7750000.0,3.0802006923739744e+23
7760000.0,3.080199923461499e+23
7770000.0,3.080200638711705e+23
7780000.0,3.080200802533938e+23
7790000.0,3.080202746220211e+23
7800000.0,3.080203243666878e+23
7810000.0,3.080202488007083e+23
7820000.0,3.080201285075926e+23
7830000.0,3.0802042538010196e+23
7840000.0,3.080203760722441e+23
7850000.0,3.080203267257322e+23
7860000.0,3.0802030397938154e+23
7870000.0,3.080203081876977e+23
7880000.0,3.0802027608071474e+23
7890000.0,3.080202322419221e+23
7900000.0,3.080203846405705e+23
7910000.0,3.080203329986469e+23
7920000.0,3.08020367677233e+23
7930000.0,3.080203371501888e+23
7940000.0,3.080202334141306e+23
7950000.0,3.0802019935257235e+23
7960000.0,3.080202894920106e+23
7970000.0,3.080205753106553e+23
7980000.0,3.0802038859231395e+23
7990000.0,3.080203263068737e+23
8000000.0,3.080203906828549e+23
8010000.0,3.080202821592653e+23
